InvoiceNo,Date,StoreID,ProductID,Category,Quantity,UnitPrice,Discount,CostPerUnit,CustomerType,PaymentMode
INV23655,2024-10-01,S18,P6422,Accessories,2,1071,20.0,561.2094572149643,Returning,Cash
INV23656,2024-03-04,S09,P8838,Accessories,3,2907,0.0,1551.371594375133,New,Digital
INV23657,2024-08-25,S38,P2676,Accessories,4,987,10.0,771.3951976609018,New,Digital
INV23658,2025-02-04,S06,P2112,Accessories,3,1846,30.0,1410.902628287014,New,Cash
INV23659,2024-06-23,S46,P5953,Shoes,1,2302,20.0,1228.6580223351089,New,Cash
INV23660,2024-10-09,S31,P6504,Shoes,2,2615,10.0,1647.7663913608048,Returning,Digital
INV23661,2024-06-06,S35,P7995,Shoes,1,1377,20.0,894.2952575389049,New,Digital
INV23662,2024-02-11,S11,P1243,Shoes,2,1482,0.0,919.4363987784583,Returning,Digital
INV23663,2024-07-24,S06,P3770,Accessories,1,868,0.0,639.4273962801658,Returning,Digital
INV23664,2024-08-02,S43,P8257,Shoes,2,875,20.0,466.6310010997624,Returning,Cash
INV23665,2024-04-17,S05,P1055,Accessories,1,607,20.0,483.6349333842757,New,Cash
INV23666,2024-06-12,S14,P7388,Accessories,4,1854,0.0,1148.006423503965,Returning,Cash
INV23667,2025-04-05,S41,P1293,Clothing,1,2061,10.0,1498.3369897236341,Returning,Card
INV23668,2025-12-07,S28,P9499,Accessories,2,683,20.0,391.40940419028306,New,Card
INV23669,2024-06-02,S08,P4883,Clothing,1,2629,20.0,1410.8770117559352,Returning,Digital
INV23670,2025-08-16,S05,P3289,Accessories,2,862,0.0,611.2164369512847,New,Digital
INV23671,2025-04-30,S18,P6545,Accessories,3,931,,491.13397576381453,,Cash
INV23672,2024-11-17,S41,P3503,Shoes,3,1424,0.0,775.3203792556837,Returning,Cash
INV23673,2025-06-21,S40,P3972,Accessories,1,591,,347.32381171865836,New,Digital
INV23674,2024-11-10,S11,P4209,Clothing,2,599,,404.37474434728534,New,Cash
INV23675,2024-03-27,S36,P2337,Shoes,4,1087,0.0,649.4187235411412,Returning,Cash
INV23676,2024-08-11,S47,P1637,Clothing,2,2613,20.0,1647.1297365474575,Returning,Digital
INV23677,2024-07-25,S36,P7769,Clothing,2,2391,0.0,1790.6465714845845,New,Card
INV23678,2024-03-03,S31,P9129,Accessories,3,1399,10.0,894.0728591411631,Returning,Card
INV23679,2024-04-25,S40,P4729,Accessories,1,1795,0.0,1297.4960071437383,,Digital
INV23680,2024-07-27,S07,P4658,Clothing,2,2410,0.0,1685.7648121868217,New,Cash
INV23681,2024-04-18,S41,P8173,Accessories,2,1676,10.0,1136.6041888638583,,Card
INV23682,2025-05-23,S37,P1037,Shoes,2,1918,0.0,1219.183052755414,Returning,Card
INV23683,2025-12-07,S44,P2701,Clothing,4,1635,20.0,1245.1906259312784,Returning,Digital
INV23684,2025-06-29,S04,P8474,Shoes,3,2568,0.0,1795.209558274541,New,Card
INV23685,2025-09-03,S38,P9995,Clothing,4,2143,20.0,1436.163548836641,New,Digital
INV23686,2024-01-04,S12,P2782,Accessories,2,1659,0.0,1001.697981976907,Returning,Digital
INV23687,2025-05-17,S34,P3110,Clothing,1,2490,,1577.1346559595545,Returning,Card
INV23688,2025-08-08,S49,P9850,Clothing,3,674,30.0,395.6190061560769,Returning,Card
INV23689,2024-05-26,S49,P7635,Shoes,4,1474,,1002.6703255559017,New,Cash
INV23690,2025-09-17,S06,P4811,Shoes,4,1922,0.0,990.5700795884675,,Cash
INV23691,2025-12-09,S45,P3006,Clothing,4,2775,0.0,1969.0409423477201,Returning,Digital
INV23692,2024-06-27,S06,P4114,Clothing,1,726,20.0,538.7260380940913,Returning,Digital
INV23693,2025-07-29,S45,P4703,Clothing,1,2095,30.0,1378.5059678944845,,Digital
INV23694,2024-10-22,S06,P7442,Accessories,4,2607,,1899.0978035738333,New,Cash
INV23695,2025-07-24,S42,P2288,Accessories,1,2568,,1793.310589940542,New,Digital
INV23696,2025-05-18,S20,P6970,Shoes,1,1382,,764.5213317284308,New,Card
INV23697,2025-07-10,S17,P4229,Clothing,3,865,10.0,615.0271677835017,Returning,Cash
INV23698,2024-10-05,S13,P5251,Shoes,4,2717,20.0,1826.5111893421013,New,Card
INV23699,2024-06-02,S28,P1088,Shoes,3,1462,0.0,1002.9062808563181,New,Card
INV23700,2025-07-23,S13,P1454,Accessories,2,2180,0.0,1607.4891279924739,Returning,Cash
INV23701,2024-11-13,S29,P6064,Accessories,2,913,0.0,673.6354816459193,New,Digital
INV23702,2024-06-29,S25,P1258,Accessories,4,1861,0.0,1464.710372638496,New,Card
INV23703,2025-06-16,S29,P9837,Accessories,4,1455,10.0,891.8297172570585,Returning,Cash
INV23704,2025-11-04,S13,P4237,Clothing,2,2858,10.0,1465.3250965726527,Returning,Cash
INV23705,2024-06-11,S46,P4199,Shoes,3,1145,0.0,627.608453277091,New,Digital
INV23706,2025-01-08,S06,P6160,Shoes,4,1795,10.0,940.7543474782042,Returning,Card
INV23707,2025-08-06,S35,P5344,Shoes,2,2117,0.0,1568.1251470430905,Returning,Cash
INV23708,2024-12-20,S27,P1668,Accessories,1,2343,20.0,1539.1134279314988,Returning,Card
INV23709,2024-02-07,S09,P9794,Clothing,2,1374,20.0,1019.335480273942,Returning,Digital
INV23710,2024-11-20,S26,P7810,Clothing,3,2689,0.0,1393.5921051789205,Returning,Cash
INV23711,2024-01-25,S34,P7481,Accessories,3,1014,0.0,553.0741621078681,Returning,Card
INV23712,2024-03-07,S04,P6497,Clothing,3,1881,0.0,1246.3905486975166,Returning,Digital
INV23713,2024-03-02,S40,P2916,Accessories,1,601,0.0,346.89494745865545,New,Digital
INV23714,2024-07-24,S09,P6628,Accessories,3,2077,0.0,1101.7137181342841,Returning,Digital
INV23715,2025-12-18,S47,P9004,Shoes,4,2888,0.0,1974.8636901751324,Returning,Card
INV23716,2025-01-03,S32,P4955,Accessories,3,604,0.0,328.4905984273345,Returning,Digital
INV23717,2024-08-19,S19,P1391,Clothing,2,1828,10.0,1016.496784183965,Returning,Digital
INV23718,2025-05-31,S27,P8766,Accessories,1,2262,10.0,1166.1741705768993,Returning,Cash
INV23719,2025-11-10,S14,P7276,Clothing,2,1470,0.0,1043.1415394247263,New,Card
INV23720,2024-11-12,S11,P9665,Accessories,2,1486,0.0,830.5700456158659,New,Digital
INV23721,2025-11-28,S46,P6143,Accessories,4,2785,20.0,1392.9248211550878,Returning,Digital
INV23722,2025-12-14,S21,P2343,Shoes,3,2513,20.0,1877.6789345037153,New,Card
INV23723,2025-10-23,S40,P6898,Shoes,3,1842,0.0,1217.0574598918167,New,Cash
INV23724,2024-06-21,S05,P5944,Shoes,3,1766,,1092.256814156677,Returning,Cash
INV23725,2025-12-22,S47,P1908,Clothing,4,1754,20.0,1318.5313801468724,New,Digital
INV23726,2024-03-24,S18,P6612,Accessories,2,509,20.0,371.7868637850385,New,Card
INV23727,2025-09-20,S34,P1169,Shoes,3,2062,,1425.6608018740271,,Card
INV23728,2024-03-04,S37,P1337,Shoes,3,785,10.0,444.2487337110482,Returning,Cash
INV23729,2025-09-09,S06,P7029,Accessories,3,2846,10.0,1572.8894867152057,New,Card
INV23730,2025-06-26,S43,P2616,Accessories,3,1317,0.0,869.9358209411585,Returning,Cash
INV23731,2024-09-27,S01,P1936,Shoes,1,1169,10.0,662.0328549356176,New,Digital
INV23732,2025-01-15,S19,P1303,Accessories,2,1899,10.0,1137.4557103196942,New,Cash
INV23733,2024-12-31,S28,P5200,Accessories,3,1074,0.0,681.7182896316682,New,Card
INV23734,2025-08-25,S21,P2671,Accessories,3,2449,30.0,1555.7093392409915,New,Card
INV23735,2025-07-11,S22,P4477,Clothing,4,2831,0.0,1680.7374213416074,New,Digital
INV23736,2025-11-01,S32,P2266,Shoes,3,1751,20.0,1133.9573057655189,New,Digital
INV23737,2024-04-25,S06,P1710,Clothing,3,1491,0.0,1029.4126999608973,Returning,Cash
INV23738,2025-07-12,S45,P4426,Clothing,1,2980,,2367.092827562278,Returning,Cash
INV23739,2024-03-20,S15,P9309,Accessories,1,1382,0.0,814.9999875310284,New,Card
INV23740,2025-04-25,S20,P6390,Clothing,4,2645,0.0,1811.0927581884152,New,Cash
INV23741,2024-05-11,S49,P3939,Clothing,1,998,0.0,688.4988027191011,Returning,Card
INV23742,2025-10-21,S37,P2028,Accessories,2,1988,20.0,1582.3909743467416,Returning,Cash
INV23743,2024-08-05,S44,P2546,Shoes,4,2835,0.0,2114.617682123551,New,Card
INV23744,2024-07-30,S43,P5049,Clothing,4,1468,0.0,969.4248675746419,Returning,Digital
INV23745,2025-11-24,S03,P5466,Shoes,3,553,30.0,358.779703038325,New,Card
INV23746,2024-07-10,S18,P5499,Accessories,3,1924,0.0,1201.519299125542,New,Digital
INV23747,2025-04-13,S11,P6908,Accessories,2,2813,0.0,1635.9499322381494,New,Cash
INV23748,2024-10-26,S07,P3603,Shoes,4,1857,20.0,1403.9767871194538,New,Digital
INV23749,2024-05-02,S26,P2811,Accessories,2,901,30.0,714.2777491136899,New,Cash
INV23750,2024-11-05,S36,P1219,Clothing,4,1196,0.0,890.6093985979711,New,Cash
INV23751,2024-05-25,S42,P7732,Shoes,3,1535,0.0,791.4531413719336,New,Card
INV23752,2025-12-27,S46,P8098,Shoes,2,2122,20.0,1219.2859094902758,New,Cash
INV23753,2024-07-24,S35,P3501,Accessories,4,1748,30.0,1301.3808694871677,Returning,Card
INV23754,2024-01-15,S32,P4332,Accessories,4,607,20.0,397.3650469363587,Returning,Card
INV23755,2025-03-23,S23,P6480,Shoes,1,1825,30.0,1139.9757435331242,New,Card
INV23756,2025-04-08,S27,P1155,Clothing,1,2697,0.0,1876.4747331527535,,Cash
INV23757,2025-11-12,S02,P5295,Shoes,3,2322,,1588.6475082154552,Returning,Cash
INV23758,2025-02-06,S07,P8651,Clothing,1,2364,,1260.275310827584,Returning,Card
INV23759,2025-04-17,S15,P5042,Shoes,1,2078,10.0,1548.5317306209654,New,Cash
INV23760,2025-03-11,S43,P9085,Shoes,3,2736,0.0,1555.819290563807,New,Digital
INV23761,2024-11-08,S45,P2412,Clothing,3,2717,0.0,1905.4945115983307,Returning,Digital
INV23762,2025-04-17,S27,P5373,Shoes,1,1704,10.0,1164.5026390160715,New,Digital
INV23763,2024-05-02,S38,P7026,Shoes,1,949,30.0,554.6835518031504,Returning,Card
INV23764,2024-06-01,S46,P1136,Accessories,1,2442,10.0,1661.5473055607329,New,Card
INV23765,2025-01-27,S13,P7298,Shoes,3,2315,30.0,1749.4946850643444,New,Cash
INV23766,2025-08-19,S33,P9201,Accessories,2,2552,0.0,1779.4242815527962,New,Digital
INV23767,2024-06-30,S44,P5884,Shoes,3,1649,0.0,1135.0452368254505,,Card
INV23768,2024-01-31,S40,P1957,Shoes,3,1547,30.0,930.6220962015451,Returning,Cash
INV23769,2025-07-06,S38,P8064,Accessories,4,2569,10.0,1787.7611946753873,Returning,Card
INV23770,2025-06-14,S43,P1899,Accessories,2,1520,0.0,1020.3503966369487,New,Cash
INV23771,2024-08-08,S46,P8972,Shoes,1,2049,20.0,1446.8010056002408,New,Cash
INV23772,2025-04-18,S38,P6610,Accessories,2,2285,0.0,1563.9109510337544,New,Digital
INV23773,2024-08-06,S49,P6701,Accessories,1,2352,10.0,1288.7437842244929,Returning,Cash
INV23774,2024-05-06,S16,P2586,Accessories,4,2912,0.0,1779.4538041166288,New,Digital
INV23775,2025-07-24,S35,P9029,Accessories,4,1957,30.0,1041.5954965695578,New,Cash
INV23776,2025-10-17,S10,P5099,Clothing,2,1173,20.0,778.7926272394316,,Digital
INV23777,2025-04-09,S12,P8950,Clothing,4,1403,20.0,1033.8454047793975,New,Card
INV23778,2024-07-16,S19,P8138,Shoes,3,2200,30.0,1184.9103123474497,New,Cash
INV23779,2024-04-09,S17,P4442,Clothing,4,779,10.0,590.1244622321641,,Card
INV23780,2024-04-13,S34,P7651,Shoes,2,2873,,1962.342539177613,New,Cash
INV23781,2024-03-17,S24,P5075,Shoes,1,2611,0.0,1541.196388548301,Returning,Cash
INV23782,2024-07-11,S05,P9682,Accessories,2,2312,0.0,1712.811399403697,,Card
INV23783,2024-04-27,S32,P1390,Shoes,4,2369,0.0,1585.8618776730232,Returning,Card
INV23784,2024-10-13,S33,P2449,Clothing,2,522,0.0,296.0431888098831,Returning,Card
INV23785,2024-02-01,S33,P8608,Clothing,4,2759,0.0,1878.5330672787795,New,Card
INV23786,2025-08-09,S17,P4145,Accessories,2,2181,20.0,1211.7514607029982,New,Digital
INV23787,2025-05-23,S20,P8837,Clothing,3,1743,0.0,1179.4381219132465,Returning,Card
INV23788,2024-02-26,S07,P5645,Clothing,2,2381,0.0,1816.2465893755266,Returning,Cash
INV23789,2025-05-20,S41,P9445,Shoes,2,1732,20.0,885.3937096987584,New,Card
INV23790,2024-07-06,S33,P3687,Accessories,3,1746,20.0,1363.3966056347385,New,Digital
INV23791,2024-10-23,S30,P9581,Shoes,3,2993,0.0,2205.585483757993,Returning,Cash
INV23792,2024-08-07,S28,P1958,Shoes,2,2678,,2070.9500751883297,New,Card
INV23793,2025-12-03,S09,P7669,Shoes,4,1945,20.0,1460.0064089889004,Returning,Cash
INV23794,2025-10-18,S14,P9350,Clothing,2,988,20.0,697.7148901242268,Returning,Digital
INV23795,2025-12-23,S02,P9000,Clothing,2,761,0.0,399.57306789584044,New,Cash
INV23796,2025-03-02,S29,P1778,Shoes,1,2687,10.0,2068.906640436599,Returning,Cash
INV23797,2025-10-04,S29,P7233,Accessories,2,2766,,1470.0125411712836,Returning,Digital
INV23798,2025-01-07,S14,P7058,Accessories,4,874,10.0,495.5007299335136,Returning,Digital
INV23799,2024-02-15,S19,P1730,Accessories,4,2216,0.0,1368.4472024759598,Returning,Digital
INV23800,2025-09-21,S40,P8244,Accessories,2,1710,0.0,1118.4177687142867,Returning,Card
INV23801,2024-01-28,S31,P1200,Accessories,2,1027,20.0,680.781700524066,Returning,Cash
INV23802,2025-12-27,S14,P1861,Clothing,1,2276,,1138.0804332002044,Returning,Cash
INV23803,2025-08-11,S32,P9828,Clothing,4,1541,0.0,897.3727841629168,,Cash
INV23804,2025-07-14,S43,P4829,Shoes,1,2679,30.0,1957.4994379974307,New,Digital
INV23805,2024-03-13,S47,P1161,Shoes,1,1311,10.0,780.0615541899172,New,Cash
INV23806,2024-03-28,S16,P8259,Shoes,1,1390,20.0,1087.631517880134,New,Digital
INV23807,2025-11-10,S21,P7342,Clothing,3,2813,10.0,1962.5804910051486,New,Digital
INV23808,2025-07-06,S45,P9557,Clothing,3,1843,0.0,1173.2166693708903,New,Cash
INV23809,2024-09-17,S26,P3304,Clothing,1,1760,30.0,1185.562466929576,Returning,Digital
INV23810,2024-05-18,S30,P4327,Shoes,2,2134,30.0,1234.6359411012795,Returning,Cash
INV23811,2024-03-02,S08,P1621,Shoes,3,738,20.0,410.5248140185887,New,Digital
INV23812,2025-06-01,S34,P3863,Clothing,4,2442,30.0,1336.4496450023637,Returning,Card
INV23813,2025-02-12,S20,P2112,Accessories,4,1278,10.0,894.5181403921594,,Card
INV23814,2025-03-03,S41,P2729,Shoes,1,2589,10.0,1532.534864797551,Returning,Digital
INV23815,2024-11-20,S40,P8876,Clothing,1,2376,0.0,1662.386600492459,Returning,Cash
INV23816,2024-02-24,S39,P3127,Shoes,2,2626,20.0,2049.8987072651084,New,Card
INV23817,2024-08-24,S23,P6739,Shoes,4,2981,0.0,1898.312109474956,New,Cash
INV23818,2024-11-30,S33,P7939,Clothing,2,1642,,916.784618675671,Returning,Cash
INV23819,2024-08-20,S03,P1989,Shoes,1,2598,0.0,1337.789704851288,Returning,Digital
INV23820,2025-03-05,S03,P1351,Clothing,4,2063,20.0,1616.6134337922588,New,Cash
INV23821,2024-06-06,S03,P3883,Shoes,3,2552,20.0,1450.6756858392996,Returning,Cash
INV23822,2024-04-04,S22,P9256,Clothing,1,1956,0.0,1365.0688767816391,Returning,Card
INV23823,2025-11-29,S23,P9562,Clothing,4,579,0.0,350.2457425070492,Returning,Digital
INV23824,2025-01-21,S44,P4877,Clothing,4,1554,0.0,907.2172869852994,Returning,Card
INV23825,2025-10-01,S05,P4338,Clothing,2,2054,0.0,1210.605137929212,New,Digital
INV23826,2024-01-15,S46,P3557,Accessories,4,2104,30.0,1629.0707674247253,New,Card
INV23827,2025-06-11,S26,P6222,Accessories,3,2908,10.0,1738.450610079102,Returning,Cash
INV23828,2025-06-28,S02,P1221,Accessories,4,2975,20.0,2064.1011400049265,New,Cash
INV23829,2025-12-16,S44,P7029,Clothing,2,1303,0.0,893.4810111902129,New,Card
INV23830,2025-04-05,S29,P3929,Clothing,3,700,,401.5628067978259,Returning,Digital
INV23831,2025-07-13,S20,P9667,Shoes,4,1363,20.0,931.1001823635964,Returning,Card
INV23832,2024-07-28,S02,P6360,Shoes,4,1512,0.0,1088.8649823650258,,Card
INV23833,2025-10-30,S20,P8170,Shoes,4,987,0.0,742.2260031718163,Returning,Digital
INV23834,2025-03-26,S21,P5062,Clothing,3,2155,10.0,1266.1349386772624,Returning,Cash
INV23835,2025-02-04,S06,P6407,Clothing,3,895,20.0,699.9370330629038,New,Cash
INV23836,2024-07-01,S42,P2802,Accessories,3,1233,10.0,708.6910516778822,,Cash
INV23837,2024-06-17,S06,P4475,Accessories,4,1911,20.0,1234.238744050501,New,Cash
INV23838,2025-01-08,S39,P2680,Clothing,2,2665,0.0,1671.1653703443515,New,Card
INV23839,2025-09-09,S27,P2149,Clothing,1,901,20.0,503.4059680205771,,Digital
INV23840,2024-09-23,S35,P2205,Shoes,3,1162,0.0,726.1467580967558,Returning,Cash
INV23841,2024-06-10,S08,P7311,Shoes,4,1241,30.0,804.1484130583083,Returning,Cash
INV23842,2024-10-29,S26,P5583,Shoes,1,615,20.0,449.16451886499965,Returning,Digital
INV23843,2024-01-22,S44,P4033,Shoes,2,1299,0.0,743.0272371927443,New,Card
INV23844,2025-10-02,S07,P9257,Clothing,2,2890,0.0,1806.6673072111303,New,Cash
INV23845,2025-08-20,S43,P2686,Shoes,2,1804,0.0,1339.6944624312139,Returning,Card
INV23846,2025-02-08,S42,P2847,Accessories,2,1592,10.0,1055.5687391837864,New,Cash
INV23847,2024-04-30,S09,P2354,Clothing,2,2467,20.0,1928.5277188888406,New,Card
INV23848,2024-11-06,S45,P5479,Clothing,4,1045,30.0,746.071549084783,New,Card
INV23849,2025-07-16,S22,P4768,Clothing,3,2681,0.0,1469.7779290250678,Returning,Digital
INV23850,2024-02-11,S27,P2782,Accessories,3,2994,10.0,1586.7594873830244,Returning,Digital
INV23851,2024-08-23,S05,P5473,Accessories,2,610,20.0,386.19080991737985,Returning,Cash
INV23852,2025-02-22,S18,P5589,Clothing,1,2945,0.0,1638.5910540042873,Returning,Cash
INV23853,2025-04-09,S48,P5924,Shoes,4,1687,,969.6296432628877,Returning,Digital
INV23854,2024-09-05,S21,P8434,Shoes,1,2596,10.0,1806.0424389956331,Returning,Cash
INV23855,2025-07-12,S04,P7100,Clothing,4,2091,,1156.1989333629049,Returning,Card
INV23856,2025-09-28,S31,P8281,Accessories,1,2195,0.0,1126.1342866278364,,Cash
INV23857,2025-05-13,S06,P6057,Shoes,3,2643,10.0,1350.2501055156729,Returning,Digital
INV23858,2024-04-06,S03,P9287,Clothing,3,788,,578.7627794702996,New,Digital
INV23859,2025-06-05,S05,P9140,Shoes,2,737,0.0,467.63581367815124,Returning,Card
INV23860,2024-03-17,S12,P6078,Clothing,3,2638,0.0,1557.5199571982698,New,Digital
INV23861,2025-12-18,S16,P1111,Shoes,4,2252,0.0,1244.5313549624634,Returning,Card
INV23862,2024-07-05,S14,P9310,Accessories,1,509,0.0,288.8688148842456,New,Digital
INV23863,2024-08-09,S05,P6605,Accessories,1,586,0.0,371.5572607840204,New,Card
INV23864,2025-07-16,S19,P7025,Shoes,3,2976,30.0,2252.5349385842387,New,Card
INV23865,2025-01-27,S15,P7458,Clothing,3,1400,20.0,930.5646345975418,Returning,Digital
INV23866,2024-06-03,S06,P3815,Clothing,3,1625,,993.0437816219977,Returning,Digital
INV23867,2025-04-21,S11,P9825,Accessories,2,2023,0.0,1482.652622806829,Returning,Card
INV23868,2024-02-12,S50,P8543,Shoes,4,1289,20.0,946.2276410650342,New,Cash
INV23869,2024-08-21,S44,P2373,Accessories,2,2340,10.0,1644.6585253669934,Returning,Cash
INV23870,2024-04-23,S29,P4129,Clothing,1,1005,0.0,556.0328269329852,Returning,Card
INV23871,2024-02-25,S09,P4209,Clothing,3,667,0.0,459.49155645125825,New,Cash
INV23872,2024-04-17,S17,P5009,Shoes,3,1484,0.0,1120.910024845366,Returning,Cash
INV23873,2024-08-26,S45,P7625,Accessories,4,2051,30.0,1580.223351178998,New,Cash
INV23874,2025-09-13,S22,P5815,Shoes,3,2864,0.0,1684.4034174829633,New,Cash
INV23875,2025-08-04,S04,P6342,Shoes,4,777,10.0,484.54218173405366,,Card
INV23876,2025-02-03,S01,P1913,Shoes,2,1748,20.0,1250.6034471725807,New,Card
INV23877,2024-11-22,S10,P1287,Clothing,2,1361,20.0,954.2241685635562,New,Card
INV23878,2025-04-25,S32,P6040,Shoes,4,2781,30.0,2157.8085358740836,Returning,Cash
INV23879,2024-03-02,S09,P8964,Clothing,4,2122,0.0,1330.4125468950933,,Digital
INV23880,2025-12-11,S37,P1945,Shoes,3,2666,0.0,1626.1789817453505,New,Digital
INV23881,2024-08-28,S25,P4863,Shoes,1,701,0.0,436.7468205177305,New,Cash
INV23882,2025-05-07,S09,P7822,Accessories,1,902,20.0,688.8738727612362,Returning,Digital
INV23883,2024-01-14,S38,P8470,Accessories,4,2112,,1646.0843617283053,Returning,Digital
INV23884,2024-02-11,S23,P9392,Clothing,4,2090,0.0,1166.422264538696,,Cash
INV23885,2024-11-22,S11,P4066,Clothing,3,2323,10.0,1408.1879439748404,Returning,Digital
INV23886,2025-04-10,S03,P7962,Shoes,2,2105,10.0,1132.5901541978653,New,Card
INV23887,2024-06-06,S49,P9520,Shoes,3,2606,20.0,2054.976347068025,New,Digital
INV23888,2025-06-08,S26,P2986,Clothing,4,2146,20.0,1320.1998251103812,New,Cash
INV23889,2024-09-29,S31,P3522,Clothing,2,2569,10.0,1845.4907974472692,Returning,Card
INV23890,2024-08-16,S48,P8938,Accessories,2,830,0.0,566.6339195157918,New,Card
INV23891,2025-06-13,S16,P9199,Shoes,2,2922,10.0,2089.2166295305965,New,Cash
INV23892,2025-09-26,S03,P4631,Clothing,4,2636,0.0,1744.4271831918468,Returning,Digital
INV23893,2024-06-12,S19,P1426,Clothing,3,1089,0.0,868.9175901376617,New,Digital
INV23894,2025-08-12,S30,P9321,Shoes,4,1312,0.0,944.6129155409175,New,Cash
INV23895,2025-11-14,S09,P1752,Clothing,3,2920,,2034.8756955770957,Returning,Card
INV23896,2024-05-27,S39,P2145,Clothing,4,856,10.0,490.10684196875775,New,Card
INV23897,2025-11-01,S18,P5996,Clothing,3,1964,0.0,1106.6946499993683,New,Digital
INV23898,2025-07-28,S21,P7178,Clothing,2,1873,0.0,994.1093085447591,Returning,Card
INV23899,2024-11-02,S22,P9201,Shoes,3,2085,0.0,1414.0558280801247,Returning,Card
INV23900,2024-12-21,S17,P5328,Shoes,4,2976,0.0,2234.3395840858607,Returning,Cash
INV23901,2025-06-09,S06,P4259,Accessories,3,710,20.0,522.6246867530474,New,Card
INV23902,2025-06-18,S38,P9340,Accessories,2,2284,0.0,1430.669127693895,Returning,Digital
INV23903,2024-11-14,S02,P7234,Clothing,1,2960,20.0,1546.7140556175464,New,Card
INV23904,2024-07-11,S03,P4065,Clothing,3,2812,0.0,2096.24719326454,Returning,Digital
INV23905,2025-09-02,S27,P3551,Shoes,4,2020,30.0,1197.4780924448398,New,Cash
INV23906,2024-07-16,S13,P7942,Shoes,1,519,,291.0365846385795,New,Card
INV23907,2025-11-22,S33,P5980,Accessories,1,932,20.0,743.1055770146445,,Digital
INV23908,2025-10-07,S41,P2134,Accessories,2,2574,0.0,1417.720447459696,New,Card
INV23909,2025-02-06,S06,P8070,Shoes,1,1586,0.0,822.0140083412667,,Digital
INV23910,2024-06-26,S10,P3864,Shoes,2,1815,10.0,1240.6591198204226,New,Cash
INV23911,2024-02-04,S06,P2864,Accessories,3,2988,20.0,2326.819000526392,,Cash
INV23912,2025-01-03,S19,P4444,Accessories,2,2480,20.0,1715.1528773190312,Returning,Card
INV23913,2024-12-05,S07,P7902,Accessories,1,1551,20.0,804.2541383220534,New,Cash
INV23914,2024-01-25,S31,P1481,Accessories,2,1471,30.0,805.3677926069876,Returning,Card
INV23915,2024-09-21,S40,P8761,Accessories,1,1264,0.0,811.6191543659182,New,Digital
INV23916,2025-06-23,S27,P3935,Clothing,3,2197,10.0,1275.697184856103,Returning,Digital
INV23917,2024-11-29,S27,P7456,Shoes,3,2388,0.0,1613.773031028391,Returning,Cash
INV23918,2024-12-18,S13,P1131,Clothing,3,531,0.0,315.8912808251072,Returning,Digital
INV23919,2025-12-19,S03,P2156,Clothing,4,2834,0.0,2180.509925365505,Returning,Digital
INV23920,2024-03-11,S47,P9978,Shoes,3,2602,,1450.878684782544,Returning,Cash
INV23921,2024-08-01,S46,P2824,Clothing,1,2827,10.0,1684.509508441992,Returning,Card
INV23922,2024-02-14,S05,P3784,Shoes,4,2390,30.0,1214.4385614248074,Returning,Card
INV23923,2024-03-06,S42,P5093,Clothing,3,1315,0.0,1038.4213828386025,New,Cash
INV23924,2025-09-23,S24,P7808,Accessories,3,1262,30.0,644.4615074243571,New,Card
INV23925,2025-07-16,S04,P6421,Accessories,3,2991,20.0,1524.3067310043712,Returning,Card
INV23926,2025-05-26,S05,P8603,Shoes,1,1425,10.0,939.983538104967,New,Card
INV23927,2024-09-17,S50,P2233,Accessories,3,1193,20.0,831.6008275481585,New,Digital
INV23928,2025-10-10,S08,P5974,Accessories,2,553,0.0,432.7055573412783,,Cash
INV23929,2024-11-04,S26,P2993,Accessories,2,2220,20.0,1381.840614097529,New,Cash
INV23930,2024-09-29,S31,P7154,Shoes,1,1595,30.0,857.4949232676655,Returning,Card
INV23931,2024-07-29,S38,P3893,Shoes,3,1243,0.0,976.8504350409086,New,Card
INV23932,2025-08-26,S01,P9937,Accessories,3,2743,,1569.5862336985085,New,Cash
INV23933,2024-04-04,S11,P4205,Shoes,3,2603,20.0,1776.7824813675356,New,Digital
INV23934,2025-05-07,S46,P9732,Clothing,3,1716,,1251.0039526709577,,Cash
INV23935,2025-07-02,S07,P9649,Accessories,1,1596,0.0,956.5176563604892,Returning,Digital
INV23936,2025-08-26,S27,P8500,Clothing,1,2029,20.0,1367.3687435218926,Returning,Cash
INV23937,2025-08-09,S49,P9548,Clothing,3,1939,0.0,1346.117043466786,Returning,Digital
INV23938,2024-11-19,S30,P3872,Accessories,4,2068,0.0,1220.3530404834119,,Cash
INV23939,2024-10-02,S49,P9021,Accessories,3,897,0.0,709.041706797109,Returning,Digital
INV23940,2025-09-30,S43,P9681,Clothing,2,1062,0.0,600.254026653361,Returning,Cash
INV23941,2025-01-30,S30,P1904,Shoes,4,2750,10.0,1422.0578180264047,Returning,Card
INV23942,2025-09-27,S18,P5876,Accessories,4,2807,0.0,1901.0181950162246,Returning,Card
INV23943,2024-12-07,S24,P8981,Shoes,1,1746,,945.1940690582245,New,Cash
INV23944,2024-07-09,S20,P5455,Clothing,1,2453,10.0,1364.8500866735485,Returning,Card
INV23945,2024-05-16,S02,P7877,Shoes,3,2224,0.0,1775.9381803617741,,Cash
INV23946,2024-01-12,S18,P1349,Clothing,4,2082,30.0,1147.0791018607601,Returning,Card
INV23947,2024-06-12,S03,P5793,Accessories,4,1377,10.0,779.0325206891453,New,Card
